country,year,variable,value
USA,2014,emp_to_pop,58.595
USA,2015,emp_to_pop,58.979
USA,2016,emp_to_pop,59.391
USA,2017,emp_to_pop,59.824
USA,2018,emp_to_pop,60.153
USA,2019,emp_to_pop,60.542
USA,2020,emp_to_pop,56.598
USA,2021,emp_to_pop,58.211
USA,2022,emp_to_pop,59.539
USA,2023,emp_to_pop,59.821
USA,2024,emp_to_pop,59.399
USA,1990,flfpr,55.998
USA,1991,flfpr,55.877
USA,1992,flfpr,56.299
USA,1993,flfpr,56.403
USA,1994,flfpr,57.345
USA,1995,flfpr,57.575
USA,1996,flfpr,57.856
USA,1997,flfpr,58.4
USA,1998,flfpr,58.386
USA,1999,flfpr,58.551
USA,2000,flfpr,58.682
USA,2001,flfpr,58.521
USA,2002,flfpr,58.351
USA,2003,flfpr,58.224
USA,2004,flfpr,57.944
USA,2005,flfpr,58.04
USA,2006,flfpr,58.161
USA,2007,flfpr,58.085
USA,2008,flfpr,58.293
USA,2009,flfpr,58.055
USA,2010,flfpr,57.516
USA,2011,flfpr,56.997
USA,2012,flfpr,56.777
USA,2013,flfpr,56.362
USA,2014,flfpr,56.197
USA,2015,flfpr,55.938
USA,2016,flfpr,56.095
USA,2017,flfpr,56.395
USA,2018,flfpr,56.471
USA,2019,flfpr,56.868
USA,2020,flfpr,55.704
USA,2021,flfpr,55.632
USA,2022,flfpr,56.03
USA,2023,flfpr,56.602
USA,2024,flfpr,56.51
USA,1963,gini_index,36.7
USA,1964,gini_index,37.4
USA,1965,gini_index,36.8
USA,1966,gini_index,37.1
USA,1967,gini_index,36.9
USA,1968,gini_index,36.3
USA,1969,gini_index,36.0
USA,1970,gini_index,36.6
USA,1971,gini_index,36.9
USA,1972,gini_index,36.7
USA,1973,gini_index,36.1
USA,1974,gini_index,35.5
USA,1975,gini_index,35.6
USA,1976,gini_index,35.6
USA,1977,gini_index,35.5
USA,1978,gini_index,34.8
USA,1979,gini_index,34.8
USA,1980,gini_index,34.7
USA,1981,gini_index,35.5
USA,1982,gini_index,36.7
USA,1983,gini_index,37.3
USA,1984,gini_index,37.3
USA,1985,gini_index,37.6
USA,1986,gini_index,37.6
USA,1987,gini_index,37.2
USA,1988,gini_index,37.7
USA,1989,gini_index,38.2
USA,1990,gini_index,38.3
USA,1991,gini_index,38.0
USA,1992,gini_index,38.4
USA,1993,gini_index,40.4
USA,1994,gini_index,40.0
USA,1995,gini_index,39.9
USA,1996,gini_index,40.3
USA,1997,gini_index,40.5
USA,1998,gini_index,40.0
USA,1999,gini_index,40.0
USA,2000,gini_index,40.1
USA,2001,gini_index,40.6
USA,2002,gini_index,40.4
USA,2003,gini_index,40.8
USA,2004,gini_index,40.5
USA,2005,gini_index,41.3
USA,2006,gini_index,41.7
USA,2007,gini_index,41.1
USA,2008,gini_index,41.1
USA,2009,gini_index,40.8
USA,2010,gini_index,40.2
USA,2011,gini_index,41.2
USA,2012,gini_index,41.2
USA,2013,gini_index,40.9
USA,2014,gini_index,41.7
USA,2015,gini_index,41.5
USA,2016,gini_index,41.3
USA,2017,gini_index,41.4
USA,2018,gini_index,41.8
USA,2019,gini_index,41.9
USA,2020,gini_index,40.0
USA,2021,gini_index,39.7
USA,2022,gini_index,41.7
USA,2023,gini_index,41.8
USA,1960,net_migration,422708.0
USA,1961,net_migration,580333.0
USA,1962,net_migration,625617.0
USA,1963,net_migration,639495.0
USA,1964,net_migration,618635.0
USA,1965,net_migration,644902.0
USA,1966,net_migration,637692.0
USA,1967,net_migration,585410.0
USA,1968,net_migration,594514.0
USA,1969,net_migration,523740.0
USA,1970,net_migration,744902.0
USA,1971,net_migration,833549.0
USA,1972,net_migration,833543.0
USA,1973,net_migration,783163.0
USA,1974,net_migration,706978.0
USA,1975,net_migration,655078.0
USA,1976,net_migration,635590.0
USA,1977,net_migration,577060.0
USA,1978,net_migration,556521.0
USA,1979,net_migration,503559.0
USA,1980,net_migration,595916.0
USA,1981,net_migration,583070.0
USA,1982,net_migration,600149.0
USA,1983,net_migration,662840.0
USA,1984,net_migration,622793.0
USA,1985,net_migration,598777.0
USA,1986,net_migration,493082.0
USA,1987,net_migration,480815.0
USA,1988,net_migration,460778.0
USA,1989,net_migration,400998.0
USA,1990,net_migration,1084720.0
USA,1991,net_migration,1202426.0
USA,1992,net_migration,1304880.0
USA,1993,net_migration,1228478.0
USA,1994,net_migration,1179309.0
USA,1995,net_migration,1173016.0
USA,1996,net_migration,1141648.0
USA,1997,net_migration,1116922.0
USA,1998,net_migration,1225134.0
USA,1999,net_migration,1156311.0
USA,2000,net_migration,1248392.0
USA,2001,net_migration,1312455.0
USA,2002,net_migration,1336518.0
USA,2003,net_migration,1331376.0
USA,2004,net_migration,1313467.0
USA,2005,net_migration,1369224.0
USA,2006,net_migration,1347750.0
USA,2007,net_migration,1371353.0
USA,2008,net_migration,1416841.0
USA,2009,net_migration,1387306.0
USA,2010,net_migration,1594453.0
USA,2011,net_migration,1624033.0
USA,2012,net_migration,1632007.0
USA,2013,net_migration,1663885.0
USA,2014,net_migration,1672598.0
USA,2015,net_migration,1722127.0
USA,2016,net_migration,1889129.0
USA,2017,net_migration,1864738.0
USA,2018,net_migration,1764961.0
USA,2019,net_migration,1774500.0
USA,2020,net_migration,329769.0
USA,2021,net_migration,674787.0
USA,2022,net_migration,1319009.0
USA,2023,net_migration,1322668.0
USA,2024,net_migration,1286132.0
CAN,1960,total_population,17909356.0
CAN,1961,total_population,18271000.0
CAN,1962,total_population,18614000.0
CAN,1963,total_population,18964000.0
CAN,1964,total_population,19325000.0
CAN,1965,total_population,19678000.0
CAN,1966,total_population,20048000.0
CAN,1967,total_population,20412000.0
CAN,1968,total_population,20744000.0
CAN,1969,total_population,21028000.0
CAN,1970,total_population,21324000.0
CAN,1971,total_population,21962032.0
CAN,1972,total_population,22218463.0
CAN,1973,total_population,22491777.0
CAN,1974,total_population,22807969.0
CAN,1975,total_population,23143275.0
CAN,1976,total_population,23449808.0
CAN,1977,total_population,23725843.0
CAN,1978,total_population,23963203.0
CAN,1979,total_population,24201544.0
CAN,1980,total_population,24515667.0
CAN,1981,total_population,24819915.0
CAN,1982,total_population,25116942.0
CAN,1983,total_population,25366451.0
CAN,1984,total_population,25607053.0
CAN,1985,total_population,25842116.0
CAN,1986,total_population,26100278.0
CAN,1987,total_population,26446601.0
CAN,1988,total_population,26791747.0
CAN,1989,total_population,27276781.0
CAN,1990,total_population,27691138.0
CAN,1991,total_population,28037420.0
CAN,1992,total_population,28371264.0
CAN,1993,total_population,28684764.0
CAN,1994,total_population,29000663.0
CAN,1995,total_population,29302311.0
CAN,1996,total_population,29610218.0
CAN,1997,total_population,29905948.0
CAN,1998,total_population,30155173.0
CAN,1999,total_population,30401286.0
CAN,2000,total_population,30685730.0
CAN,2001,total_population,31020855.0
CAN,2002,total_population,31359199.0
CAN,2003,total_population,31642461.0
CAN,2004,total_population,31938807.0
CAN,2005,total_population,32242732.0
CAN,2006,total_population,32571193.0
CAN,2007,total_population,32888886.0
CAN,2008,total_population,33247298.0
CAN,2009,total_population,33630069.0
CAN,2010,total_population,34005902.0
CAN,2011,total_population,34339221.0
CAN,2012,total_population,34713395.0
CAN,2013,total_population,35080992.0
CAN,2014,total_population,35434066.0
CAN,2015,total_population,35704498.0
CAN,2016,total_population,36110803.0
CAN,2017,total_population,36545075.0
CAN,2018,total_population,37072620.0
CAN,2019,total_population,37618495.0
CAN,2020,total_population,38028638.0
CAN,2021,total_population,38239864.0
CAN,2022,total_population,38935934.0
CAN,2023,total_population,40083484.0
CAN,2024,total_population,41288599.0
CAN,1960,fertility_rate,3.811
CAN,1961,fertility_rate,3.753
CAN,1962,fertility_rate,3.681
CAN,1963,fertility_rate,3.607
CAN,1964,fertility_rate,3.456
CAN,1965,fertility_rate,3.115
CAN,1966,fertility_rate,2.749
CAN,1967,fertility_rate,2.528
CAN,1968,fertility_rate,2.386
CAN,1969,fertility_rate,2.334
CAN,1970,fertility_rate,2.258
CAN,1971,fertility_rate,2.141
CAN,1972,fertility_rate,1.98
CAN,1973,fertility_rate,1.89
CAN,1974,fertility_rate,1.837
CAN,1975,fertility_rate,1.824
CAN,1976,fertility_rate,1.796
CAN,1977,fertility_rate,1.782
CAN,1978,fertility_rate,1.768
CAN,1979,fertility_rate,1.754
CAN,1980,fertility_rate,1.74
CAN,1981,fertility_rate,1.7
CAN,1982,fertility_rate,1.69
CAN,1983,fertility_rate,1.68
CAN,1984,fertility_rate,1.65
CAN,1985,fertility_rate,1.67
CAN,1986,fertility_rate,1.675
CAN,1987,fertility_rate,1.68
CAN,1988,fertility_rate,1.68
CAN,1989,fertility_rate,1.77
CAN,1990,fertility_rate,1.83
CAN,1991,fertility_rate,1.72
CAN,1992,fertility_rate,1.71
CAN,1993,fertility_rate,1.69
CAN,1994,fertility_rate,1.69
CAN,1995,fertility_rate,1.67
CAN,1996,fertility_rate,1.63
CAN,1997,fertility_rate,1.57
CAN,1998,fertility_rate,1.56
CAN,1999,fertility_rate,1.55
CAN,2000,fertility_rate,1.51
CAN,2001,fertility_rate,1.54
CAN,2002,fertility_rate,1.52
CAN,2003,fertility_rate,1.55
CAN,2004,fertility_rate,1.56
CAN,2005,fertility_rate,1.58
CAN,2006,fertility_rate,1.63
CAN,2007,fertility_rate,1.67
CAN,2008,fertility_rate,1.7
CAN,2009,fertility_rate,1.69
CAN,2010,fertility_rate,1.65
CAN,2011,fertility_rate,1.63
CAN,2012,fertility_rate,1.63
CAN,2013,fertility_rate,1.61
CAN,2014,fertility_rate,1.61
CAN,2015,fertility_rate,1.6
CAN,2016,fertility_rate,1.59
CAN,2017,fertility_rate,1.55
CAN,2018,fertility_rate,1.51
CAN,2019,fertility_rate,1.47
CAN,2020,fertility_rate,1.41
CAN,2021,fertility_rate,1.44
CAN,2022,fertility_rate,1.33
CAN,2023,fertility_rate,1.26
CAN,1960,gdp_capita_const,15432.4717490557
CAN,1961,gdp_capita_const,15605.523188594
CAN,1962,gdp_capita_const,16455.7535452389
CAN,1963,gdp_capita_const,17007.690713787
CAN,1964,gdp_capita_const,17800.8641385665
CAN,1965,gdp_capita_const,18585.88144194
CAN,1966,gdp_capita_const,19476.027074606
CAN,1967,gdp_capita_const,19715.0936501258
CAN,1968,gdp_capita_const,20371.1440869411
CAN,1969,gdp_capita_const,21114.2870593259
CAN,1970,gdp_capita_const,21428.9091307708
CAN,1971,gdp_capita_const,21642.5407846389
CAN,1972,gdp_capita_const,22573.5662893211
CAN,1973,gdp_capita_const,23799.695529436
CAN,1974,gdp_capita_const,24257.8168034862
CAN,1975,gdp_capita_const,24275.8127510644
CAN,1976,gdp_capita_const,25369.4634351839
CAN,1977,gdp_capita_const,25960.6392016614
CAN,1978,gdp_capita_const,26663.7706981097
CAN,1979,gdp_capita_const,27384.6779329775
CAN,1980,gdp_capita_const,27622.3734030629
CAN,1981,gdp_capita_const,28215.530855259
CAN,1982,gdp_capita_const,26999.079084851
CAN,1983,gdp_capita_const,27418.4916111044
CAN,1984,gdp_capita_const,28762.9722015849
CAN,1985,gdp_capita_const,29851.6432940057
CAN,1986,gdp_capita_const,30183.4087940958
CAN,1987,gdp_capita_const,31001.1298465676
CAN,1988,gdp_capita_const,31951.5504658265
CAN,1989,gdp_capita_const,32116.9233234971
CAN,1990,gdp_capita_const,31700.5462613508
CAN,1991,gdp_capita_const,30654.3331550624
CAN,1992,gdp_capita_const,30563.3788132238
CAN,1993,gdp_capita_const,31032.7546058282
CAN,1994,gdp_capita_const,32074.1562636226
CAN,1995,gdp_capita_const,32595.4515150443
CAN,1996,gdp_capita_const,32801.3018574024
CAN,1997,gdp_capita_const,33867.0079071879
CAN,1998,gdp_capita_const,34894.6134264056
CAN,1999,gdp_capita_const,36391.535343959
CAN,2000,gdp_capita_const,37906.8601321366
CAN,2001,gdp_capita_const,38200.456120621
CAN,2002,gdp_capita_const,38921.6673033743
CAN,2003,gdp_capita_const,39270.0234577749
CAN,2004,gdp_capita_const,40108.7587456658
CAN,2005,gdp_capita_const,41006.2229523971
CAN,2006,gdp_capita_const,41663.5123057295
CAN,2007,gdp_capita_const,42106.8724378248
CAN,2008,gdp_capita_const,42067.5687072607
CAN,2009,gdp_capita_const,40376.4153847836
CAN,2010,gdp_capita_const,41164.3399119626
CAN,2011,gdp_capita_const,42043.6419795513
CAN,2012,gdp_capita_const,42320.6431330726
CAN,2013,gdp_capita_const,42851.170527104
CAN,2014,gdp_capita_const,43643.2356440047
CAN,2015,gdp_capita_const,43594.1941045394
CAN,2016,gdp_capita_const,43551.3425975115
CAN,2017,gdp_capita_const,44339.3886689254
CAN,2018,gdp_capita_const,44907.3436912123
CAN,2019,gdp_capita_const,45100.2915069262
CAN,2020,gdp_capita_const,42366.1285377884
CAN,2021,gdp_capita_const,44639.193269037
CAN,2022,gdp_capita_const,45677.686578804
CAN,2023,gdp_capita_const,45048.2842408265
CAN,2024,gdp_capita_const,44401.7153908386
CAN,1991,emp_to_pop,59.395
CAN,1992,emp_to_pop,57.989
CAN,1993,emp_to_pop,57.548
CAN,1994,emp_to_pop,58.02
CAN,1995,emp_to_pop,58.293
CAN,1996,emp_to_pop,58.046
CAN,1997,emp_to_pop,58.558
CAN,1998,emp_to_pop,59.317
CAN,1999,emp_to_pop,60.138
CAN,2000,emp_to_pop,60.832
CAN,2001,emp_to_pop,60.69
CAN,2002,emp_to_pop,61.298
CAN,2003,emp_to_pop,62.028
CAN,2004,emp_to_pop,62.239
CAN,2005,emp_to_pop,62.221
CAN,2006,emp_to_pop,62.495
CAN,2007,emp_to_pop,62.978
CAN,2008,emp_to_pop,63.041
CAN,2009,emp_to_pop,61.288
CAN,2010,emp_to_pop,61.275
CAN,2011,emp_to_pop,61.508
CAN,2012,emp_to_pop,61.638
CAN,2013,emp_to_pop,61.788
CAN,2014,emp_to_pop,61.385
CAN,2015,emp_to_pop,61.311
CAN,2016,emp_to_pop,61.018
CAN,2017,emp_to_pop,61.564
CAN,2018,emp_to_pop,61.721
CAN,2019,emp_to_pop,62.065
CAN,2020,emp_to_pop,57.907
CAN,2021,emp_to_pop,60.288
CAN,2022,emp_to_pop,61.802
CAN,2023,emp_to_pop,61.822
CAN,2024,emp_to_pop,61.036
CAN,1990,flfpr,57.884
CAN,1991,flfpr,57.826
CAN,1992,flfpr,57.202
CAN,1993,flfpr,57.009
CAN,1994,flfpr,56.856
CAN,1995,flfpr,56.808
CAN,1996,flfpr,56.769
CAN,1997,flfpr,57.086
CAN,1998,flfpr,57.674
CAN,1999,flfpr,58.201
CAN,2000,flfpr,58.669
CAN,2001,flfpr,58.978
CAN,2002,flfpr,60.159
CAN,2003,flfpr,61.174
CAN,2004,flfpr,61.293
CAN,2005,flfpr,60.992
CAN,2006,flfpr,61.268
CAN,2007,flfpr,61.769
CAN,2008,flfpr,61.9
CAN,2009,flfpr,61.889
CAN,2010,flfpr,61.867
CAN,2011,flfpr,61.643
CAN,2012,flfpr,61.73
CAN,2013,flfpr,61.816
CAN,2014,flfpr,61.204
CAN,2015,flfpr,60.969
CAN,2016,flfpr,60.879
CAN,2017,flfpr,61.072
CAN,2018,flfpr,60.965
CAN,2019,flfpr,61.253
CAN,2020,flfpr,59.379
CAN,2021,flfpr,60.635
CAN,2022,flfpr,61.049
CAN,2023,flfpr,61.134
CAN,2024,flfpr,61.033
CAN,1971,gini_index,37.2
CAN,1973,gini_index,34.9
CAN,1975,gini_index,34.1
CAN,1977,gini_index,33.7
CAN,1979,gini_index,33.5
CAN,1981,gini_index,33.0
CAN,1982,gini_index,32.9
CAN,1984,gini_index,33.5
CAN,1985,gini_index,33.2
CAN,1986,gini_index,31.7
CAN,1987,gini_index,31.7
CAN,1988,gini_index,31.2
CAN,1989,gini_index,31.0
CAN,1990,gini_index,31.4
CAN,1991,gini_index,31.9
CAN,1992,gini_index,31.6
CAN,1993,gini_index,31.7
CAN,1994,gini_index,31.3
CAN,1995,gini_index,31.5
CAN,1996,gini_index,32.8
CAN,1997,gini_index,33.1
CAN,1998,gini_index,33.2
CAN,1999,gini_index,33.1
CAN,2000,gini_index,33.4
CAN,2001,gini_index,33.6
CAN,2002,gini_index,33.6
CAN,2003,gini_index,33.8
CAN,2004,gini_index,33.8
CAN,2005,gini_index,33.6
CAN,2006,gini_index,34.1
CAN,2007,gini_index,33.8
CAN,2008,gini_index,33.9
CAN,2009,gini_index,34.0
CAN,2010,gini_index,33.6
CAN,2011,gini_index,32.7
CAN,2012,gini_index,33.5
CAN,2013,gini_index,33.8
CAN,2014,gini_index,33.2
CAN,2015,gini_index,33.7
CAN,2016,gini_index,32.7
CAN,2017,gini_index,33.3
CAN,2018,gini_index,32.5
CAN,2019,gini_index,31.7
CAN,2020,gini_index,29.9
CAN,2021,gini_index,31.1
CAN,1960,net_migration,49694.0
CAN,1961,net_migration,34721.0
CAN,1962,net_migration,35373.0
CAN,1963,net_migration,51831.0
CAN,1964,net_migration,68003.0
CAN,1965,net_migration,112401.0
CAN,1966,net_migration,144641.0
CAN,1967,net_migration,132856.0
CAN,1968,net_migration,108864.0
CAN,1969,net_migration,93600.0
CAN,1970,net_migration,304627.0
CAN,1971,net_migration,210244.0
CAN,1972,net_migration,89880.0
CAN,1973,net_migration,125401.0
CAN,1974,net_migration,155596.0
CAN,1975,net_migration,139797.0
CAN,1976,net_migration,106894.0
CAN,1977,net_migration,70339.0
CAN,1978,net_migration,52781.0
CAN,1979,net_migration,86719.0
CAN,1980,net_migration,122743.0
CAN,1981,net_migration,113461.0
CAN,1982,net_migration,89544.0
CAN,1983,net_migration,66172.0
CAN,1984,net_migration,55982.0
CAN,1985,net_migration,69776.0
CAN,1986,net_migration,121928.0
CAN,1987,net_migration,171308.0
CAN,1988,net_migration,238003.0
CAN,1989,net_migration,258094.0
CAN,1990,net_migration,181461.0
CAN,1991,net_migration,134463.0
CAN,1992,net_migration,138121.0
CAN,1993,net_migration,133426.0
CAN,1994,net_migration,134863.0
CAN,1995,net_migration,141818.0
CAN,1996,net_migration,154553.0
CAN,1997,net_migration,144678.0
CAN,1998,net_migration,142346.0
CAN,1999,net_migration,158342.0
CAN,2000,net_migration,201727.0
CAN,2001,net_migration,222100.0
CAN,2002,net_migration,208060.0
CAN,2003,net_migration,185643.0
CAN,2004,net_migration,194611.0
CAN,2005,net_migration,204526.0
CAN,2006,net_migration,202175.0
CAN,2007,net_migration,213801.0
CAN,2008,net_migration,238083.0
CAN,2009,net_migration,244463.0
CAN,2010,net_migration,225369.0
CAN,2011,net_migration,227075.0
CAN,2012,net_migration,243748.0
CAN,2013,net_migration,239813.0
CAN,2014,net_migration,192884.0
CAN,2015,net_migration,224332.0
CAN,2016,net_migration,329455.0
CAN,2017,net_migration,372685.0
CAN,2018,net_migration,420224.0
CAN,2019,net_migration,387685.0
CAN,2020,net_migration,256592.0
CAN,2021,net_migration,198867.0
CAN,2022,net_migration,459988.0
CAN,2023,net_migration,433842.0
CAN,2024,net_migration,368599.0
DEU,1960,total_population,72814900.0
DEU,1961,total_population,73377632.0
DEU,1962,total_population,74025784.0
DEU,1963,total_population,74714353.0
DEU,1964,total_population,75318337.0
DEU,1965,total_population,75963695.0
DEU,1966,total_population,76600311.0
DEU,1967,total_population,76951336.0
DEU,1968,total_population,77294314.0
DEU,1969,total_population,77909682.0
DEU,1970,total_population,78169289.0
DEU,1971,total_population,78312842.0
DEU,1972,total_population,78688452.0
DEU,1973,total_population,78936666.0
DEU,1974,total_population,78967433.0
DEU,1975,total_population,78673554.0
DEU,1976,total_population,78336950.0
DEU,1977,total_population,78159814.0
DEU,1978,total_population,78091820.0
DEU,1979,total_population,78126350.0
DEU,1980,total_population,78288576.0
DEU,1981,total_population,78407907.0
